host_since,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,availability_90,Commercial,resp_rate
2015,2,1,1,1,NA,175,NA,NA,NA,70,3,1125,27,No,100
2011,8,2.5,4,5,NA,75,NA,NA,200,125,2,9,0,Yes,100
2018,1,1,1,1,NA,80,NA,NA,NA,NA,21,1125,85,No,90
2016,2,1,0,1,NA,149,NA,NA,100,60,1,1125,53,Yes,100
2018,2,1,0,1,NA,200,NA,NA,NA,NA,1,20,83,No,100
2013,2,1,0,1,NA,80,NA,NA,100,120,15,130,0,No,100
2016,4,1,1,1,NA,200,NA,NA,200,50,1,1125,35,No,50
2015,7,1,1,3,NA,260,NA,NA,0,60,2,1125,3,Yes,100
2013,2,1,0,1,NA,108,NA,NA,0,10,1,1125,0,No,90
2014,4,1,1,1,NA,150,NA,NA,200,50,1,1125,35,No,96
2018,4,2,2,4,NA,400,NA,NA,0,150,3,7,73,No,75
2016,2,1,1,1,NA,80,NA,NA,0,0,2,20,61,No,100
2018,4,1,1,2,NA,155,NA,NA,275,55,2,6,0,No,100
2010,6,2,2,2,NA,280,NA,NA,0,150,2,1125,58,No,100
2015,4,1,2,2,NA,238,NA,NA,500,100,1,31,1,No,100
2017,2,1,1,1,NA,90,NA,NA,NA,NA,1,1125,0,No,70
2018,2,1,0,1,NA,95,NA,NA,200,80,28,90,16,No,NA
2018,4,1,3,3,NA,95,NA,NA,NA,NA,3,30,44,No,70
2018,4,1,1,2,NA,65,NA,NA,150,40,1,90,0,No,80
2014,3,1,1,2,NA,200,NA,NA,NA,NA,1,1125,2,No,100
2016,4,1,2,2,NA,199,NA,NA,0,25,1,7,70,No,93
2018,4,1,1,2,NA,120,NA,NA,NA,NA,1,1125,31,No,100
2016,3,1,1,2,NA,175,NA,NA,NA,NA,1,1125,14,No,90
2015,2,1.5,1,1,NA,49,NA,NA,0,25,1,1125,77,Yes,100
2017,5,1,2,5,NA,190,NA,NA,0,25,2,90,52,No,98
2017,5,2,2,2,NA,269,NA,NA,0,100,3,1125,89,Yes,89
2012,4,1,1,2,NA,195,NA,NA,400,95,3,1124,49,No,100
2016,2,1.5,1,2,NA,75,NA,NA,200,50,1,1125,86,No,100
2016,2,2,1,1,NA,39,NA,NA,NA,NA,2,1125,1,Yes,100
2014,2,2,1,1,NA,110,NA,NA,100,35,1,100,8,Yes,97
2014,1,1,1,1,NA,60,NA,NA,NA,NA,1,1125,46,Yes,97
2015,2,1.5,1,2,NA,49,NA,NA,0,25,1,1125,74,Yes,100
2015,4,1.5,1,2,NA,50,NA,NA,0,28,1,1125,76,Yes,100
2011,3,1,1,1,NA,137,NA,NA,0,35,1,1125,66,Yes,99
2015,10,3,5,5,NA,1000,NA,NA,0,175,3,154,41,Yes,99
2013,8,2.5,4,5,NA,700,NA,NA,500,145,3,1125,53,No,100
2012,2,1,1,1,NA,80,NA,NA,0,15,1,40,24,Yes,100
2015,2,1,1,1,NA,88,NA,NA,0,25,1,90,0,Yes,100
2016,2,1,1,1,NA,55,NA,NA,0,0,1,30,0,Yes,95
2016,2,1,1,1,NA,50,NA,NA,0,0,1,60,0,Yes,95
2016,2,1,1,2,NA,50,NA,NA,0,0,1,30,0,Yes,95
2013,2,1.5,1,1,NA,37,NA,NA,0,10,2,7,20,No,100
2015,2,1.5,1,1,NA,39,NA,NA,0,25,1,1125,56,Yes,100
2018,1,1,1,1,NA,48,NA,NA,0,80,1,1125,63,Yes,97
2014,1,1,1,1,NA,200,NA,NA,NA,NA,5,14,0,No,100
2012,4,1,2,3,NA,180,NA,NA,500,100,2,1125,17,No,100
2018,3,1,1,1,NA,350,NA,NA,500,100,1,1125,73,Yes,99
2012,2,1,0,1,NA,144,750,2600,1500,175,7,365,69,Yes,100
2018,3,1,1,2,NA,350,NA,NA,500,100,1,1125,76,Yes,99
2018,4,1,1,2,NA,380,NA,NA,500,100,1,1125,58,Yes,99
2018,6,1.5,2,2,NA,450,NA,NA,500,120,1,1125,7,Yes,99
2013,3,1,1,1,700,250,NA,NA,300,109,2,1125,86,Yes,100
2013,5,2,2,2,700,350,NA,NA,500,139,2,1125,88,Yes,100
2013,3,1,0,1,700,180,NA,NA,300,99,2,1125,68,Yes,100
2011,3,1,1,2,NA,161,NA,NA,0,35,1,1125,7,Yes,99
2014,2,1,1,1,NA,79,NA,NA,0,15,1,1125,4,Yes,100
2018,2,2,1,1,NA,77,NA,NA,0,10,2,1123,32,Yes,100
2014,10,3,3,5,NA,425,NA,NA,0,170,3,1125,25,No,100
2018,2,2,1,1,NA,82,NA,NA,0,10,1,1122,31,Yes,100
2018,2,2,1,1,NA,112,NA,NA,0,10,2,1123,37,Yes,100
2018,2,2,1,1,NA,65,NA,NA,0,10,1,1123,31,Yes,100
2018,2,2,1,1,NA,65,NA,NA,0,10,1,1125,33,Yes,100
2018,2,2,1,1,NA,69,NA,NA,0,10,1,1123,31,Yes,100
2011,5,1,2,4,NA,187,NA,NA,0,35,1,1125,56,Yes,99
2018,4,1,1,2,NA,134,NA,NA,300,75,1,1125,68,No,100
2015,2,1,1,1,NA,105,NA,NA,NA,NA,15,1125,1,No,100
2013,10,2,2,8,NA,380,NA,NA,NA,150,1,1124,78,No,100
2013,2,1,0,1,NA,175,NA,NA,0,75,30,1125,10,No,100
2014,2,1,1,1,NA,250,NA,NA,200,40,3,9,12,No,100
2014,2,1,1,1,NA,69,NA,NA,NA,15,1,1125,3,Yes,100
2015,2,1,1,1,NA,68,NA,NA,0,25,1,60,46,Yes,100
2014,5,2,2,4,NA,300,NA,NA,500,200,3,1125,0,No,100
2017,10,3,3,5,NA,420,NA,NA,0,150,3,1125,32,No,100
2017,3,1,2,3,NA,90,NA,NA,NA,NA,1,1125,15,No,91
2016,4,1,2,2,NA,115,NA,NA,0,0,2,7,8,No,100
2016,2,1,0,2,NA,106,NA,NA,NA,12,1,10,0,Yes,98
2013,2,1,1,1,NA,75,NA,NA,NA,15,1,27,25,No,100
2012,2,1,0,1,NA,116,NA,NA,NA,NA,28,1125,57,No,90
2014,2,1,1,1,NA,296,NA,NA,NA,NA,2,1125,8,Yes,83
2018,1,1,1,1,NA,35,NA,NA,NA,NA,7,14,61,No,100
2016,1,1,1,1,NA,80,NA,NA,NA,NA,1,1125,3,No,90
2014,2,1,0,1,NA,99,NA,NA,100,50,1,1124,56,Yes,99
2011,3,1,0,1,NA,95,NA,NA,0,50,4,14,0,No,100
2017,5,1,2,3,NA,145,NA,NA,250,75,1,1125,46,Yes,100
2016,1,1,1,1,NA,89,NA,NA,100,35,1,1125,17,Yes,100
2014,16,2,5,9,NA,267,NA,NA,350,135,2,1124,70,Yes,98
2013,2,1,1,2,NA,89,NA,NA,100,40,1,1125,43,Yes,100
2014,6,1,2,3,NA,300,NA,NA,100,90,1,90,73,Yes,100
2018,1,1,1,1,NA,80,NA,NA,0,29,2,100,4,No,100
2017,4,1,0,1,NA,159,NA,NA,0,65,1,1125,79,Yes,100
2014,4,1,2,2,NA,289,NA,NA,NA,NA,2,1125,67,Yes,83
2014,2,1,1,1,NA,100,NA,NA,NA,NA,1,1125,0,No,46
2016,2,1,1,1,NA,200,NA,NA,NA,NA,1,1125,0,No,90
2014,4,2,1,2,NA,59,NA,NA,150,45,2,1125,70,Yes,98
2014,4,2,1,2,NA,59,NA,NA,150,45,2,1125,75,Yes,98
2014,5,2,1,2,NA,73,NA,NA,150,45,2,1125,81,Yes,98
2014,4,2,2,2,NA,1599,NA,NA,400,124,2,1125,86,Yes,99
2014,4,2,2,2,NA,1599,NA,NA,400,124,2,1125,86,Yes,99
2018,2,1,0,1,NA,130,NA,NA,NA,NA,1,1125,0,No,100
2014,4,2,1,2,NA,60,NA,NA,150,45,2,1125,71,Yes,98
2016,2,1,1,1,NA,76,NA,NA,NA,NA,110,1125,90,Yes,99
2017,2,1,1,2,NA,50,NA,NA,0,0,1,6,83,Yes,100
2017,2,1,2,2,NA,140,NA,NA,0,50,2,1125,6,No,100
2016,2,1,1,1,NA,65,NA,NA,0,20,1,1125,76,Yes,100
2017,1,1,1,1,NA,40,NA,NA,0,0,1,60,79,No,100
2013,2,1,1,1,NA,89,NA,NA,100,35,1,1125,29,Yes,100
2016,2,1,1,1,NA,89,NA,NA,100,39,1,1125,64,Yes,100
2017,5,2,2,2,NA,299,NA,NA,0,100,3,1125,88,Yes,89
2013,2,1,1,1,NA,236,NA,NA,200,100,7,1124,88,Yes,100
2014,5,2,1,4,NA,299,NA,NA,300,99,1,1124,77,Yes,99
2018,2,1,1,1,NA,64,NA,NA,1000,20,2,90,35,No,100
2018,3,1.5,1,3,NA,50,NA,NA,500,0,2,6,2,No,100
2018,2,1,1,1,NA,60,NA,NA,NA,NA,1,31,26,No,100
2014,7,2,3,2,NA,315,NA,NA,NA,NA,2,1125,12,Yes,83
2018,4,1,1,2,NA,60,NA,NA,150,45,2,1125,28,Yes,98
2018,2,1,1,1,NA,65,NA,NA,0,30,2,1125,44,Yes,100
2014,2,1,1,1,NA,1599,NA,NA,400,98,2,1125,62,Yes,99
2015,4,1,0,1,NA,100,NA,NA,400,30,1,60,3,No,100
2018,6,1.5,3,5,NA,164,NA,NA,0,30,2,60,55,No,100
2018,2,1,1,1,NA,130,NA,NA,1000,0,1,365,48,No,100
2018,4,1,1,2,NA,61,NA,NA,150,45,2,1125,30,Yes,98
2018,3,1,1,1,NA,61,NA,NA,150,45,2,1125,31,Yes,98
2015,1,1,1,1,NA,30,NA,NA,NA,NA,25,60,55,No,100
2013,2,1,1,1,NA,46,NA,NA,100,25,1,1125,85,Yes,100
2015,1,1,1,1,NA,125,NA,NA,NA,NA,2,1125,3,No,100
2018,5,1.5,2,3,NA,449,NA,NA,500,120,1,1125,87,Yes,99
2015,1,3,1,1,NA,35,NA,NA,0,70,1,365,75,Yes,100
2018,7,1,2,4,NA,150,NA,NA,150,68,2,90,29,Yes,90
2016,2,1,0,1,NA,65,NA,NA,NA,NA,1,1125,15,No,100
2012,4,1,2,2,NA,220,NA,NA,300,50,3,1117,0,Yes,90
2013,2,1,1,1,NA,89,NA,NA,100,35,1,1125,27,Yes,100
2015,2,1.5,1,2,NA,48,NA,NA,0,25,1,1125,64,Yes,100
2016,4,1,0,2,NA,220,NA,NA,NA,NA,1,1125,59,Yes,74
2015,2,1,0,1,NA,120,NA,NA,NA,50,1,1125,0,No,100
2016,3,1,0,1,NA,160,NA,NA,NA,NA,1,1125,19,Yes,74
2016,3,1,0,1,NA,150,NA,NA,NA,NA,1,1125,14,Yes,74
2015,2,2,1,1,NA,77,NA,NA,0,39,1,1125,2,Yes,100
2016,2,1,0,1,NA,119,NA,NA,100,50,2,1125,0,Yes,90
2017,4,1,0,2,NA,150,NA,NA,NA,75,1,1125,0,No,100
2017,2,1,0,1,NA,100,NA,NA,NA,40,1,14,21,No,100
2016,1,2.5,1,1,NA,35,NA,NA,100,15,1,120,21,Yes,100
2016,1,2.5,1,1,NA,35,NA,NA,100,15,1,120,29,Yes,100
2016,1,2.5,1,1,NA,35,NA,NA,100,15,1,120,31,Yes,100
2016,1,2.5,1,1,NA,35,NA,NA,100,15,1,120,24,Yes,100
2016,1,2.5,1,1,NA,35,NA,NA,100,15,1,120,1,Yes,100
2016,2,2.5,1,1,NA,65,NA,NA,100,15,1,120,27,Yes,100
2016,2,2.5,1,1,NA,65,NA,NA,100,15,1,120,26,Yes,100
2016,2,2.5,1,1,NA,65,NA,NA,100,15,1,120,33,Yes,100
2016,2,2.5,1,1,NA,65,NA,NA,100,15,1,120,25,Yes,100
2016,1,2.5,1,1,NA,35,NA,NA,100,15,1,120,34,Yes,100
2016,1,2.5,1,1,NA,35,NA,NA,100,15,1,120,4,Yes,100
2016,1,2.5,1,1,NA,35,NA,NA,100,15,1,120,1,Yes,100
2018,14,1,4,4,NA,277,NA,NA,350,95,2,1125,27,Yes,98
2013,5,2,2,2,1000,360,NA,NA,500,139,2,1125,88,Yes,100
2013,5,2,2,2,1000,360,NA,NA,500,139,2,1125,89,Yes,100
2013,5,2,2,2,1000,360,NA,NA,500,139,2,1125,85,Yes,100
2016,4,1,1,1,NA,199,NA,NA,200,49,1,1125,33,No,100
2017,2,1,1,1,NA,56,NA,NA,0,0,1,1125,0,No,100
2014,2,1,1,2,NA,100,NA,NA,100,30,1,365,10,No,100
2011,7,2.5,3,4,NA,325,NA,NA,NA,100,4,40,10,No,100
2018,2,1,1,1,NA,92,NA,NA,NA,22,2,7,74,No,100
2013,1,2,1,1,NA,37,NA,NA,NA,NA,14,31,19,No,60
2018,4,1,1,2,NA,69,NA,NA,100,0,2,1125,85,No,100
2016,2,1,1,1,NA,100,NA,NA,NA,NA,1,3,33,No,100
2014,2,1,1,1,NA,195,NA,NA,NA,NA,7,1125,3,No,80
2015,1,3,1,1,NA,32,NA,NA,900,0,364,365,75,Yes,100
2015,7,1,1,4,NA,163,NA,NA,0,25,1,1125,43,No,100
2017,1,1.5,1,7,NA,18,NA,NA,500,0,6,6,5,No,75
2017,4,1,1,1,NA,250,NA,NA,NA,NA,2,1125,71,No,100
2016,4,1,1,2,NA,115,NA,NA,0,50,2,7,2,No,100
2018,1,1,1,1,NA,40,NA,NA,NA,NA,1,10,0,No,80
2012,2,1,1,1,NA,180,NA,NA,NA,NA,3,1125,0,No,93
2014,5,1,2,3,NA,241,NA,NA,250,70,1,1124,69,Yes,99
2016,2,1,1,1,NA,86,NA,NA,0,48,3,1125,62,No,100
2014,2,1,1,1,NA,289,NA,NA,NA,NA,1,1125,69,Yes,83
2014,2,1,1,1,NA,259,NA,NA,NA,NA,1,1125,71,Yes,83
2014,2,1,1,1,NA,259,NA,NA,NA,NA,2,1125,71,Yes,83
2014,6,2,1,2,NA,299,NA,NA,300,99,1,1124,35,Yes,99
2014,4,1,1,1,NA,259,NA,NA,0,0,2,1125,6,Yes,83
2018,2,1,1,1,NA,48,NA,NA,0,30,1,1125,49,Yes,100
2018,2,1,1,2,NA,48,NA,NA,0,30,2,1125,27,Yes,100
2013,2,1.5,1,1,NA,97,NA,NA,0,79,1,1125,1,No,100
2018,2,1,1,1,NA,48,NA,NA,0,30,1,1125,28,Yes,100
2017,2,1,2,2,NA,90,NA,NA,0,50,1,64,25,No,100
2015,4,1,1,2,NA,99,NA,NA,0,30,2,1125,39,Yes,100
2014,2,1,0,1,NA,99,NA,NA,100,35,1,1124,55,Yes,99
2015,1,1,1,1,NA,100,NA,NA,100,50,1,1125,41,No,100
2015,2,1,1,1,NA,90,NA,NA,NA,NA,2,1125,8,No,90
2018,4,1,1,2,NA,73,NA,NA,150,45,1,2,28,No,100
2014,1,1,1,1,NA,60,NA,NA,0,10,1,7,1,No,100
2014,2,1,1,2,NA,75,NA,NA,NA,25,2,3,2,No,100
2014,1,1,1,1,NA,1599,NA,NA,400,98,2,1125,77,Yes,99
2014,2,1,0,1,NA,99,NA,NA,100,40,1,1124,69,Yes,99
2011,3,1,1,2,NA,191,NA,NA,0,35,1,1125,42,Yes,99
2014,2,1,1,1,NA,1599,NA,NA,400,98,2,1125,54,Yes,99
2014,4,2,2,2,NA,1599,NA,NA,400,124,2,1125,53,Yes,99
2014,4,2,2,2,NA,1599,NA,NA,400,95,2,1125,88,Yes,99
2014,4,2,2,2,NA,1599,NA,NA,400,124,2,1125,85,Yes,99
2014,4,2,2,2,NA,1599,NA,NA,400,124,2,1125,75,Yes,99
2014,4,2,2,2,NA,1599,NA,NA,400,124,2,1125,71,Yes,99
2014,4,2,2,2,NA,1599,NA,NA,400,124,2,1125,87,Yes,99
2014,2,2,2,2,NA,1599,NA,NA,400,124,2,1125,88,Yes,99
2014,2,1,1,1,NA,1599,NA,NA,400,98,2,1125,64,Yes,99
2014,4,1.5,2,2,NA,1599,NA,NA,400,124,2,1125,88,Yes,99
2014,2,1,1,1,NA,150,NA,NA,NA,NA,15,60,38,No,90
2014,4,2,2,2,NA,1599,NA,NA,400,124,2,1125,72,Yes,99
2014,6,2,2,3,NA,1599,NA,NA,400,124,2,1125,60,Yes,99
2016,2,1,1,1,NA,88,NA,NA,100,39,1,1125,64,Yes,100
2016,2,1,1,2,NA,79,NA,NA,100,29,1,1125,81,Yes,100
2015,4,1,2,2,NA,150,NA,NA,NA,50,21,1125,41,No,100
2016,3,1,1,1,NA,69,NA,NA,0,8,1,1125,7,No,100
2015,2,1,1,1,NA,70,NA,NA,NA,NA,30,365,0,No,100
2016,8,2,3,4,NA,306,NA,NA,NA,NA,3,26,33,No,100
2014,4,1,2,2,NA,140,NA,NA,NA,20,2,14,49,No,100
2016,1,1,1,1,NA,65,NA,NA,100,15,1,120,29,Yes,100
2016,1,1,1,1,NA,35,NA,NA,100,15,1,120,30,Yes,100
2016,1,1,1,1,NA,35,NA,NA,100,15,1,120,18,Yes,100
2016,1,1,1,1,NA,35,NA,NA,100,15,1,120,31,Yes,100
2013,2,1,1,1,NA,59,NA,NA,0,5,1,1125,2,No,95
2016,1,1,1,1,NA,35,NA,NA,100,15,1,120,34,Yes,100
2016,1,1,1,1,NA,35,NA,NA,100,15,1,120,3,Yes,100
2016,1,1,1,1,NA,35,NA,NA,100,15,1,120,0,Yes,100
2014,2,1,1,1,NA,140,NA,NA,0,40,6,1125,0,No,100
2016,5,2,2,2,NA,189,NA,NA,0,195,2,300,63,Yes,100
2014,8,1,3,5,NA,187,NA,NA,100,75,2,30,0,No,100
2016,6,2.5,3,4,NA,500,NA,NA,0,75,3,7,15,No,100
2016,4,1,1,1,NA,149,NA,NA,0,155,2,300,53,Yes,100
2016,1,1,0,1,NA,200,NA,NA,NA,NA,4,12,45,No,100
2017,1,1.5,1,1,NA,45,NA,NA,NA,20,1,1125,1,Yes,100
2011,2,1,1,1,NA,58,NA,NA,NA,NA,1,20,39,No,100
2018,1,1,1,1,NA,89,NA,NA,0,29,2,1125,0,No,100
2014,2,1.5,1,1,NA,50,NA,NA,0,0,1,1125,1,No,100
2018,1,1,1,1,NA,89,NA,NA,NA,29,2,100,0,No,100
2012,3,1,1,1,NA,399,NA,NA,0,105,1,1125,45,Yes,100
2012,3,1,1,1,NA,399,NA,NA,NA,105,1,1125,90,Yes,100
2018,1,1,1,1,NA,40,NA,NA,NA,NA,1,40,18,No,100
2018,3,1,0,2,NA,100,NA,NA,199,50,1,1124,63,No,97
2016,2,1,0,1,NA,200,NA,NA,NA,25,1,1125,18,No,100
2010,1,1,1,1,NA,125,NA,NA,200,20,1,1125,15,Yes,93
2014,6,2,2,3,NA,175,NA,NA,200,65,1,1124,10,Yes,99
2016,4,1,1,3,NA,15,NA,NA,250,60,2,360,58,Yes,94
2014,1,1,1,1,NA,85,NA,NA,0,45,1,90,15,No,100
2018,3,1,1,2,NA,45,NA,NA,NA,10,1,1125,22,No,100
2018,4,1,1,2,NA,63,NA,NA,150,45,1,5,24,No,100
2014,8,2.5,3,4,NA,399,NA,NA,1000,180,1,1125,86,No,100
2014,1,1,1,1,NA,32,NA,NA,NA,NA,14,1125,0,Yes,91
2018,3,1,2,1,NA,225,NA,NA,300,50,3,10,52,No,100
2010,1,1,1,1,NA,75,NA,NA,500,100,120,180,75,No,100
2015,6,1,2,4,NA,199,NA,NA,0,70,1,38,0,No,100
2017,2,1,1,1,NA,249,NA,NA,299,125,3,1125,37,No,NA
2016,2,1,1,1,NA,129,NA,NA,100,45,1,10,6,No,100
2016,2,1,1,1,NA,45,NA,NA,0,12,1,1125,0,No,100
2018,4,1,2,4,NA,83,NA,NA,100,30,1,1125,9,No,100
2015,3,1.5,1,2,NA,50,NA,NA,0,25,1,1125,76,Yes,100
2018,2,1,1,1,NA,90,NA,NA,0,30,1,14,0,No,100
2017,2,1,1,1,NA,200,NA,NA,NA,10,3,1124,1,No,100
2016,1,2,1,1,NA,45,NA,NA,120,38,1,1125,27,Yes,100
2018,8,1,2,3,NA,99,NA,NA,300,79,3,1124,37,Yes,100
2014,4,1,1,2,NA,185,NA,NA,300,70,1,14,79,No,100
2013,3,1,1,1,460,250,NA,NA,300,109,2,1125,85,Yes,100
2013,3,1,1,1,580,250,NA,NA,300,109,2,1125,84,Yes,100
2016,2,1,1,1,NA,65,NA,NA,NA,20,1,1125,79,Yes,100
2014,1,1,0,1,NA,700,NA,NA,NA,NA,1,1125,90,No,NA
2012,4,2,2,2,NA,250,NA,NA,0,75,4,1125,13,No,100
2015,5,1,3,3,NA,125,500,1800,400,65,2,1124,1,Yes,100
2013,2,1,1,1,NA,170,NA,NA,NA,NA,90,360,6,Yes,100
2016,2,1,1,1,NA,30,NA,NA,NA,NA,1,1125,0,No,100
2017,2,1,1,1,NA,199,NA,NA,150,100,3,60,0,No,100
2015,2,1,1,1,NA,120,NA,NA,0,25,2,4,6,No,100
2018,2,1,1,1,NA,95,NA,NA,299,99,2,1125,37,Yes,86
2018,2,1,0,1,NA,95,NA,NA,299,99,2,1125,69,Yes,86
2017,6,1,2,3,NA,275,NA,NA,250,100,2,30,36,Yes,100
2016,5,2,2,2,NA,250,NA,NA,300,45,7,14,0,No,100
2018,2,2,2,1,NA,50,NA,NA,NA,NA,1,15,44,No,100
2015,2,1.5,1,1,NA,49,NA,NA,0,28,1,1,76,Yes,100
2017,2,1,1,1,NA,120,NA,NA,0,35,2,1125,0,No,100
2018,1,1,1,1,NA,75,NA,NA,NA,NA,1,4,32,No,100
2015,7,2,3,3,NA,499,NA,NA,NA,NA,2,30,26,Yes,100
2018,4,1,1,2,NA,112,NA,NA,300,110,1,1125,39,Yes,86
2018,6,2,3,3,NA,171,NA,NA,300,140,1,1125,38,Yes,86
2017,3,1,1,3,NA,70,NA,NA,0,0,1,21,0,Yes,100
2018,4,2,2,2,NA,450,NA,NA,NA,NA,1,1125,56,Yes,100
2018,2,1,1,1,NA,99,NA,NA,NA,NA,1,30,0,No,100
2014,2,1,0,1,NA,99,NA,NA,200,55,1,1124,62,Yes,99
2018,2,1,1,1,NA,200,NA,NA,NA,NA,1,1125,56,Yes,100
2017,3,1,1,1,NA,249,NA,NA,0,100,3,1125,83,Yes,89
2015,2,1,1,1,NA,40,NA,NA,NA,NA,1,1125,30,No,94
2016,4,1,1,2,NA,125,NA,NA,NA,NA,1,1125,35,Yes,84
2018,12,1,4,6,NA,200,NA,NA,200,150,2,90,64,Yes,90
2018,4,1,1,1,NA,95,NA,NA,150,30,1,1125,63,No,100
2018,4,1,1,1,NA,95,NA,NA,150,30,1,1125,58,No,100
2017,6,1.5,2,4,NA,225,NA,NA,NA,75,4,1125,5,No,100
2015,4,1,1,1,NA,100,NA,NA,NA,NA,30,1125,49,No,33
2016,2,1,1,1,NA,100,NA,NA,0,0,1,1125,31,Yes,84
2016,3,1,1,2,NA,130,NA,NA,0,19,1,1125,82,No,97
2018,2,1,1,1,NA,249,NA,NA,NA,NA,1,1125,9,No,NA
2015,4,1,2,3,NA,111,NA,NA,175,42,3,6,0,No,100
2015,1,1,1,1,NA,55,450,1700,0,0,3,100,64,No,78
2018,10,3,5,4,NA,300,NA,NA,500,150,1,30,33,No,100
2018,2,1,1,1,NA,80,NA,NA,NA,20,1,1125,25,No,100
2018,2,1,1,1,NA,65,NA,NA,NA,20,1,1125,30,No,100
2015,6,1,3,3,NA,225,NA,NA,NA,NA,3,1125,7,No,80
2016,2,1,0,1,NA,85,NA,NA,NA,5,2,7,1,No,100
2015,8,2,3,4,NA,300,NA,NA,0,120,2,1125,56,No,100
2018,3,1,1,1,NA,155,NA,NA,0,50,1,1125,14,No,100
2015,4,1,2,2,NA,145,NA,NA,100,90,1,1125,62,No,100
2014,2,1,1,1,NA,48,NA,NA,0,15,1,1125,31,No,100
2016,2,1,1,1,NA,850,NA,NA,NA,NA,1,7,89,No,100
2018,2,1.5,1,1,NA,30,NA,NA,0,0,1,30,47,No,83
2014,2,1,0,1,NA,99,NA,NA,150,45,1,1124,69,Yes,99
2015,2,1,1,1,NA,72,NA,NA,NA,NA,1,30,3,No,95
2015,8,2,2,2,NA,260,NA,NA,100,60,1,1125,8,No,100
2011,4,1,1,2,NA,191,NA,NA,0,35,1,1125,15,Yes,99
2017,4,1,3,3,NA,150,NA,NA,150,50,1,30,0,No,100
2016,3,1,0,1,NA,200,NA,NA,NA,NA,1,1125,56,Yes,74
2016,3,1,1,1,NA,220,NA,NA,NA,NA,1,1125,65,Yes,74
2016,2,1,1,1,NA,120,NA,NA,175,55,2,25,55,No,100
2018,2,1,0,1,NA,200,NA,NA,0,100,2,365,10,No,95
2015,2,2,1,1,NA,80,NA,NA,100,39,1,1125,0,Yes,100
2014,1,1,1,1,NA,36,NA,NA,NA,NA,14,1125,0,Yes,91
2014,1,1,1,1,NA,36,NA,NA,NA,NA,14,1125,0,Yes,91
2016,2,4,1,1,NA,69,NA,NA,NA,40,5,1125,6,No,100
2015,2,1.5,1,1,NA,119,NA,NA,200,150,6,1125,0,No,100
2018,4,1,1,3,NA,170,NA,NA,0,45,2,180,70,No,100
2017,2,1,1,1,NA,50,NA,NA,0,25,2,14,52,No,100
2016,2,1,0,1,NA,199,NA,NA,0,65,2,20,41,No,100
2015,1,1,1,1,NA,56,NA,NA,NA,NA,3,15,61,No,43
2015,4,1,0,1,NA,200,NA,NA,NA,NA,1,1125,42,No,100
2017,1,1.5,1,1,NA,45,NA,NA,NA,20,1,1125,75,Yes,100
2016,2,1,1,1,NA,60,NA,NA,100,15,1,120,29,Yes,100
2016,1,1,1,1,NA,35,NA,NA,100,15,1,120,12,Yes,100
2017,6,1,3,3,NA,500,NA,NA,300,100,1,14,70,Yes,98
2016,2,1,1,1,NA,75,NA,NA,0,10,2,7,9,No,100
2016,1,1,5,1,NA,32,NA,NA,NA,NA,28,1125,14,No,85
2014,1,1,1,1,NA,35,NA,NA,1000,100,20,30,0,Yes,100
2012,1,1,0,1,NA,120,NA,NA,1000,25,1,5,14,No,93
2018,14,2.5,4,10,NA,199,NA,NA,500,170,1,1125,39,No,100
2018,6,1,1,3,NA,239,NA,NA,0,10,1,1125,77,Yes,100
2016,2,1,1,1,NA,80,NA,NA,0,15,2,7,46,No,NA
2014,2,1.5,1,1,NA,110,NA,NA,NA,70,1,1125,60,Yes,100
2016,4,1,2,2,NA,109,NA,NA,100,100,4,1125,0,No,100
2015,6,1.5,3,2,NA,148,NA,NA,150,100,4,1125,26,No,88
2014,3,1.5,2,2,NA,500,NA,NA,NA,0,2,2,14,No,100
2014,2,2,1,1,NA,85,NA,NA,NA,70,1,1125,75,Yes,100
2016,2,1,1,1,NA,79,NA,NA,100,39,1,1125,46,Yes,100
2018,4,1,1,2,NA,229,NA,NA,0,10,1,1125,89,Yes,100
2014,4,1,1,2,NA,325,NA,NA,NA,50,2,1125,38,No,100
2014,2,2,1,1,NA,85,NA,NA,NA,70,1,1125,49,Yes,100
2014,2,2,1,1,NA,175,NA,NA,NA,70,1,1125,90,Yes,100
2014,2,1.5,1,1,NA,110,NA,NA,NA,70,1,1125,7,Yes,100
2014,2,1.5,1,1,NA,110,NA,NA,NA,70,1,1125,55,Yes,100
2015,1,1,1,1,NA,64,NA,NA,NA,5,1,1125,5,No,100
2014,2,1.5,1,1,NA,130,NA,NA,NA,70,1,1125,69,Yes,100
2014,2,1.5,1,1,NA,120,NA,NA,NA,70,1,1125,70,Yes,100
2018,3,1,0,2,NA,160,NA,NA,0,65,1,31,41,No,100
2018,2,1,0,1,NA,210,NA,NA,NA,NA,1,1125,89,No,NA
2018,1,1,1,1,NA,65,NA,NA,0,5,3,25,68,No,100
2011,2,1,0,1,NA,295,NA,NA,0,50,2,14,66,No,100
2014,2,1,1,1,NA,55,NA,NA,NA,NA,150,365,48,No,100
2017,1,2,0,1,NA,100,NA,NA,0,0,1,1125,9,No,100
2014,1,1,1,1,NA,35,NA,NA,1000,100,20,50,17,Yes,100
